Long Name Version,Typeform registration link,PMS,Meta-title,Meta-description,slug,Website,Clinic Name,Display_on_web,link to clinic suburb page,Full Address,City,Suburb,State,Postcode,Email,Phone,nearby1_txt,nearby1_link,nearby2_txt,nearby2_link,nearby3_txt,nearby3_link,nearby4_txt,nearby4_link,About Clinic
Allambie Sports Physiotherapy - Allambie Heights,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Allambie Sports Physiotherapy, Allambie Heights","Book a physiotherapy appointment at Allambie Sports Physiotherapy, located at 20/141-151 Allambie Road, Allambie Heights NSW 2100. See their availability and book online today.",/clinic/allambie-sports-physiotherapy-allambie-heights,https://www.allambiesportsphysiotherapy.com.au/,Allambie Sports Physiotherapy,No,nsw/allambie-heights-2100,"20/141-151 Allambie Road, Allambie Heights NSW 2100",Sydney,Allambie Heights,NSW,2100,allambiesportsphysio@gmail.com,02 9451 1188,North Balgowlah,nsw/north-balgowlah-2093,Balgowlah,nsw/balgowlah-2093,Clontarf,nsw/clontarf-2093,Allambie Heights,nsw/allambie-heights-2100,"Allambie Sports Physiotherapy and their exceptional practitioners provide a bespoke approach to physiotherapy, understanding their responsibility to provide a high-quality service to our local community! Located at 20/141-151 Allambie Road, Allambie Heights NSW 2100, Allambie Sports Physiotherapy are experts in dealing with hand pain, sacroiliac joint dysfunction and sporting injuries. Allambie Sports Physiotherapy service Allambie Heights, North Balgowlah, Balgowlah and Clontarf. Book a time with their friendly team on 02 9451 1188 right away!"
BFit Physiotherapy,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at BFit Physiotherapy, Ashbury","Book a physiotherapy appointment at BFit Physiotherapy, located at 49 King Street Ashbury, NSW 2193. See their availability and book online today.",/clinic/bfit-physiotherapy,https://www.bfitphysiotherapy.com.au/,BFit Physiotherapy,Yes,nsw/ashbury-2193,"49 King Street Ashbury, NSW 2193",Sydney,Ashbury,NSW,2193,bfitphysiotherapy@gmail.com,0405 395 441,Canterbury,nsw/canterbury-2193,Ashfield,nsw/ashfield-2131,Dulwich Hill,nsw/dulwich-hill-2203,Haberfield,nsw/haberfield-2045,"BFit Physiotherapy and their exceptional physical therapists give you tailored and specific patient treatment, with their number one goal being patient satisfaction! Located at 49 King Street Ashbury, NSW 2193, BFit Physiotherapy love treating ankle pain, doms and sporting injuries. BFit Physiotherapy service Ashbury, Canterbury, Ashfield and Dulwich Hill. Don't delay, call their physiotherapy team on 0405 395 441 now!"
Asquith Health Collective,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Asquith Health Collective, Asquith","Book a physiotherapy appointment at Asquith Health Collective, located at 351-353 Pacific Highway, Asquith NSW 2077. See their availability and book online today.",/clinic/asquith-health-collective,https://www.asquith.health,Asquith Health Collective,No,nsw/asquith-2077,"351-353 Pacific Highway, Asquith NSW 2077",Sydney,Asquith,NSW,2077,hello@asquith.health,02 9477 4400,Mount Colah,nsw/mount-colah-2079,Hornsby,nsw/hornsby-2077,Waitara,nsw/waitara-2077,North Wahroonga,nsw/north-wahroonga-2076,"Asquith Health Collective and their caring team give you tailored and specific physio, giving patients the care they deserve, and need! Located at 351-353 Pacific Highway, Asquith NSW 2077, Asquith Health Collective mostly treat neck issues, plantar fasciitis and tennis elbow as a result of a work injury. Asquith Health Collective service Asquith, Mount Colah, Hornsby and Waitara. Request an appointment with their experienced physiotherapists on 02 9477 4400 straight away!"
New Age Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at New Age Physio, Austral","Book a physiotherapy appointment at New Age Physio, located at 282 Edmondson Avenue, Austral NSW 2179. See their availability and book online today.",/clinic/new-age-physio,https://www.newagephysio.com.au/,New Age Physio,Yes,nsw/austral-2179,"282 Edmondson Avenue, Austral NSW 2179",Sydney,Austral,NSW,2179,admin@australphysio.com.au,02 9606 8258,West Hoxton,nsw/west-hoxton-2171,Cecil Park,nsw/cecil-park-2178,Middleton Grange,nsw/middleton-grange-2171,Leppington,nsw/leppington-2179,"New Age Physio and their hard-working team of physiotherapists deliver tailored physio, helping you get back on your feet! Located at 282 Edmondson Avenue, Austral NSW 2179, New Age Physio mostly treat neck pain, corked thighs and injuries pertaining to working from home. New Age Physio service Austral, West Hoxton, Cecil Park and Middleton Grange. Request an appointment with their experienced physiotherapists on 02 9606 8258 asap!"
ReActive Physiotherapy,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at ReActive Physiotherapy, Austral","Book a physiotherapy appointment at ReActive Physiotherapy, located at 255 Edmondson Avenue, Austral NSW 2179. See their availability and book online today.",/clinic/reactive-physiotherapy,https://www.reactivephysio.com.au/,ReActive Physiotherapy,No,nsw/austral-2179,"255 Edmondson Avenue, Austral NSW 2179",Sydney,Austral,NSW,2179,admin@reactivephysio.com.au,02 9606 9815,West Hoxton,nsw/west-hoxton-2171,Cecil Park,nsw/cecil-park-2178,Middleton Grange,nsw/middleton-grange-2171,Leppington,nsw/leppington-2179,"ReActive Physiotherapy and their committed team provide specific and tailored physio treatment, understanding their responsibility to all pattients! Located at 255 Edmondson Avenue, Austral NSW 2179, ReActive Physiotherapy staff mostly work on ankle issues, disc bulges and sports injuries. ReActive Physiotherapy service Austral, West Hoxton, Cecil Park and Middleton Grange. Make a time with their professional physiotherapists on 02 9606 9815 now!"
Avalon Physiotherapy,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Avalon Physiotherapy, Avalon","Book a physiotherapy appointment at Avalon Physiotherapy, located at Unit 6, 24 Avalon Parade, Avalon NSW 2107. See their availability and book online today.",/clinic/avalon-physiotherapy,http://avalonphysio.com.au/,Avalon Physiotherapy,Yes,nsw/avalon-2107,"Unit 6, 24 Avalon Parade, Avalon NSW 2107",Sydney,Avalon,NSW,2107,reception@avalonphysio.com.au,02 9918 0230,Avalon Beach,nsw/avalon-beach-2107,Bilgola Plateau,nsw/bilgola-plateau-2107,Bilgola Beach,nsw/bilgola-beach-2107,Clareville,nsw/clareville-2107,"Avalon Physiotherapy and their exceptional physical therapists deliver holistic physiotherapy, motivated to get you the best result possible! Located at Unit 6, 24 Avalon Parade, Avalon NSW 2107, Avalon Physiotherapy team are experts in joint pain, gluteal tendinopathy and sporting injuries. Avalon Physiotherapy service Avalon, Avalon Beach, Bilgola Plateau and Bilgola Beach. Make a time on 02 9918 0230 today!"
Avalon Physiotherapy Centre,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Avalon Physiotherapy Centre, Avalon","Book a physiotherapy appointment at Avalon Physiotherapy Centre, located at 11/12 Bowling Green Lane, Avalon Beach NSW 2107. See their availability and book online today.",/clinic/avalon-physiotherapy-centre,https://avphysio.com.au/,Avalon Physiotherapy Centre,No,nsw/avalon-2107,"11/12 Bowling Green Lane, Avalon Beach NSW 2107",Sydney,Avalon,NSW,2107,warwick@avphysio.com.au,02 9918 3373,Avalon Beach,nsw/avalon-beach-2107,Bilgola Plateau,nsw/bilgola-plateau-2107,Bilgola Beach,nsw/bilgola-beach-2107,Clareville,nsw/clareville-2107,"Avalon Physiotherapy Centre and their caring staff take pride in their one on one approach to treatment, helping you feel great soon! Located at 11/12 Bowling Green Lane, Avalon Beach NSW 2107, Avalon Physiotherapy Centre are experts in elbow issues, plantar fasciitis and issues relating to a poor ergonomic setup. Avalon Physiotherapy Centre service Avalon, Avalon Beach, Bilgola Plateau and Bilgola Beach. Request an appointment with their experienced physiotherapists on 02 9918 3373 right away!"
Balgowlah Sports Injury & Physiotherapy,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,Book an appointment at Balgowlah Sports Injury & Physiotherapy.,"Book a physiotherapy appointment at Balgowlah Sports Injury & Physiotherapy, located at 341 Sydney Road, Balgowlah NSW 2093. See their availability and book online today.",/clinic/balgowlah-sports-injury-and-physiotherapy,https://www.balgowlahphysio.com/,Balgowlah Sports Injury & Physiotherapy,No,nsw/balgowlah-2093,"341 Sydney Road, Balgowlah NSW 2093",Sydney,Balgowlah,NSW,2093,balgowlahphysio@gmail.com,02 9948 2113,North Balgowlah,nsw/north-balgowlah-2093,Balgowlah,nsw/balgowlah-2093,Clontarf,nsw/clontarf-2093,Allambie Heights,nsw/allambie-heights-2100,"Balgowlah Sports Injury & Physiotherapy and their caring physiotherapists take pride in delivering holistic physio treatment, helping you reduce pain, and regain your independence! Located at 341 Sydney Road, Balgowlah NSW 2093, Balgowlah Sports Injury & Physiotherapy are experts in elbow pain, rolled ankles and tennis elbow as a result of a work injury. Balgowlah Sports Injury & Physiotherapy service Balgowlah, North Balgowlah, Balgowlah and Clontarf. Enquire on 02 9948 2113 pronto!"
Balmain Physiotherapy,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Balmain Physiotherapy, Balmain","Book a physiotherapy appointment at Balmain Physiotherapy, located at Suite 2, 3 Montague Street, Balmain NSW 2041. See their availability and book online today.",/clinic/balmain-physiotherapy,https://www.sydneyalliedhealth.com.au,Balmain Physiotherapy,Yes,nsw/balmain-2041,"Suite 2, 3 Montague Street, Balmain NSW 2041",Sydney,Balmain,NSW,2041,contact@sydneyalliedhealth.com.au,1300 161 688,Birchgrove,nsw/birchgrove-2041,Rozelle,nsw/rozelle-2039,Balmain East,nsw/balmain-east-2041,Pyrmont,nsw/pyrmont-2009,"Balmain Physiotherapy and their wonderful team provide a bespoke approach to physio treatment, motivated to get you the best result possible! Located at Suite 2, 3 Montague Street, Balmain NSW 2041, Balmain Physiotherapy are experts in dealing with shoulder issues, frozen shoulders and injuries sustained from long hours at work. Balmain Physiotherapy service Balmain, Birchgrove, Rozelle and Balmain East. Don't delay, book an appointment on 1300 161 688 now!"
RedoHealth,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at RedoHealth, Balmain","Book a physiotherapy appointment at RedoHealth, located at 73 Mullens Street, Balmain NSW 2041. See their availability and book online today.",/clinic/redohealth,https://www.redohealth.com.au/,RedoHealth,No,nsw/balmain-2041,"73 Mullens Street, Balmain NSW 2041",Sydney,Balmain,NSW,2041,info@redohealth.com.au,02 8021 2180,Birchgrove,nsw/birchgrove-2041,Rozelle,nsw/rozelle-2039,Balmain East,nsw/balmain-east-2041,Pyrmont,nsw/pyrmont-2009,"RedoHealth and their empathetic practitioners provide a bespoke approach to hands-on therapy, striving for a great outcome! Located at 73 Mullens Street, Balmain NSW 2041, RedoHealth staff mostly work on hip issues, shoulder tendonitis and pain in the neck from computer work. RedoHealth service Balmain, Birchgrove, Rozelle and Balmain East. Make a time on 02 8021 2180 right away!"
Bankstown Physiotherapy,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Bankstown Physiotherapy, Bankstown","Book a physiotherapy appointment at Bankstown Physiotherapy, located at Suite 105/68 Eldridge Road, Bankstown NSW 2200. See their availability and book online today.",/clinic/bankstown-physiotherapy,https://www.bankstownphysiotherapy.com.au/,Bankstown Physiotherapy,Yes,nsw/bankstown-2200,"Suite 105/68 Eldridge Road, Bankstown NSW 2200",Sydney,Bankstown,NSW,2200,bankstownphysiotherapy@gmail.com,02 9793 3119,Mount Lewis,nsw/mount-lewis-2190,Yagoona,nsw/yagoona-2199,Punchbowl,nsw/punchbowl-2196,Condell Park,nsw/condell-park-2200,"Bankstown Physiotherapy and their committed physiotherapists provide individualised treatment, allowing their patients to take back control of their lives! Located at Suite 105/68 Eldridge Road, Bankstown NSW 2200, Bankstown Physiotherapy predominantly treat joint pain, sciatica and tennis elbow as a result of a sporting injury. Bankstown Physiotherapy service Bankstown, Mount Lewis, Yagoona and Punchbowl. Make a time on 02 9793 3119 right now!"
Masnad Health Clinic,https://localphysionetwork.typeform.com/to/svyBrmzR#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Nookal,"Book an appointment at Masnad Health Clinic, Bankstown","Book a physiotherapy appointment at Masnad Health Clinic, located at 3 Sir Joseph Banks Street, Bankstown NSW 2200. See their availability and book online today.",/clinic/masnad-health-clinic,https://masnad.com.au/,Masnad Health Clinic,No,nsw/bankstown-2200,"3 Sir Joseph Banks Street, Bankstown NSW 2200",Sydney,Bankstown,NSW,2200,info@masnad.com.au,02 9793 8840,Mount Lewis,nsw/mount-lewis-2190,Yagoona,nsw/yagoona-2199,Punchbowl,nsw/punchbowl-2196,Condell Park,nsw/condell-park-2200,"Masnad Health Clinic and their devoted practitioners deliver tailored physio, understanding their responsibility to all pattients! Located at 3 Sir Joseph Banks Street, Bankstown NSW 2200, Masnad Health Clinic team are experts in knee pain, shoulder tendonitis and injuries sustained from long hours at work. Masnad Health Clinic service Bankstown, Mount Lewis, Yagoona and Punchbowl. Make an enquiry on 02 9793 8840 right away!"
Physio Rehab Centre,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Physio Rehab Centre, Bankstown","Book a physiotherapy appointment at Physio Rehab Centre, located at G1/17 Kitchener Parade Bankstown NSW 2200. See their availability and book online today.",/clinic/physio-rehab-centre,http://www.physiorehabcentre.com.au/,Physio Rehab Centre,No,nsw/bankstown-2200,G1/17 Kitchener Parade Bankstown NSW 2200,Sydney,Bankstown,NSW,2200,info@physiorehabcentre.com.au,02 9793 9996,Mount Lewis,nsw/mount-lewis-2190,Yagoona,nsw/yagoona-2199,Punchbowl,nsw/punchbowl-2196,Condell Park,nsw/condell-park-2200,"Physio Rehab Centre and their exceptional team take pride in their one on one approach to physiotherapy, motivated to get you back on track! Located at G1/17 Kitchener Parade Bankstown NSW 2200, Physio Rehab Centre team are great at treating wrist pain, labral hip tears and pain in the neck from computer work. Physio Rehab Centre service Bankstown, Mount Lewis, Yagoona and Punchbowl. Book a physio appointment on 02 9793 9996 pronto!"
Barangaroo Physio,https://localphysionetwork.typeform.com/to/atik1SPB#clinic_name_short=xxxxx&clinic_address_short=xxxxx,Cliniko,"Book an appointment at Barangaroo Physio, Barangaroo","Book a physiotherapy appointment at Barangaroo Physio, located at Suite 3, Level 1/400 Barangaroo Avenue, Barangaroo NSW 2000. See their availability and book online today.",/clinic/barangaroo-physio,https://barangaroophysio.com.au/,Barangaroo Physio,No,nsw/barangaroo-2000,"Suite 3, Level 1/400 Barangaroo Avenue, Barangaroo NSW 2000",Sydney,Barangaroo,NSW,2000,hello@bosic.com.au,02 8599 9811,Millers Point,nsw/millers-point-2000,Darling Harbour,nsw/darling-harbour-2000,Sydney CBD,nsw/sydney-cbd-2000,The Rocks,nsw/the-rocks-2000,"Barangaroo Physio and their caring physiotherapists provide you with one on one patient-care, motivated to get you back on track! Located at Suite 3, Level 1/400 Barangaroo Avenue, Barangaroo NSW 2000, Barangaroo Physio team are experts in neck issues, piriformis sydnrome and painful shoulders from excessive computer work. Barangaroo Physio service Barangaroo, Millers Point, Darling Harbour and Sydney CBD. Contact their physiotherapy clinic to book an appointment on 02 8599 9811 now!"
